sa,mar,effect_size,dataset,goal,model,tuner,n
-0.09787422497785636,3.6216216216216215,0.11651639644901753,project0001.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
-0.8245144184498701,6.018631931131931,0.9794599599653363,project0001.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
-0.7703351886251839,5.839907751520329,0.9150991858083392,project0001.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
-0.23229335074525337,4.065037817359799,0.27594670381739717,project0001.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
-0.1054880067280426,3.646737646737648,0.12531167015965725,project0001.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
-0.4325359464863452,4.725589725589726,0.5327575234075165,project0001.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
-0.6878743304230466,5.567889317889319,0.8171420039009336,project0001.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
-0.30647925951319843,11.135135135135135,0.1810855806595174,project0007.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.23792221828946247,6.4951961701961665,0.14059510086866958,project0007.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.17636731507360615,7.019829194829192,0.10422053321032061,project0007.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.2991044050747944,5.97373981123981,0.17674941963844584,project0007.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.1158889076869879,7.535287235287236,0.06848209798543906,project0007.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.1371062759089846,7.354451404451401,0.08086100201345461,project0007.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.13615995869916886,7.362516875016873,0.08046084668012438,project0007.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
0.26727357609710556,11.883720930232558,0.23390630394758843,project0014.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.4235213432093655,9.349617068597915,0.3706696596486562,project0014.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.368223287062597,10.246468397818735,0.32227230735507356,project0014.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.4177142851241167,9.443798819739312,0.36558727058248086,project0014.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.30489629718946454,11.273536960455562,0.26684796060321714,project0014.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.5364512293984083,7.5180641064362,0.4690612902730666,project0014.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.5028731117729216,8.062650689104178,0.4401190357369635,project0014.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
-0.16197183098591528,2.121212121212121,0.13075381125980254,project0025.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
-0.7413267679416207,3.1788407848190467,0.5985431048026459,project0025.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
-0.6134216010347808,2.9453463203463217,0.4952731852052608,project0025.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
-0.5719619055924823,2.8696604851403626,0.46179885794859327,project0025.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
-0.6474705375107794,3.0075036075036086,0.5227641069349038,project0025.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
-0.1258822777937474,2.0553296310872082,0.10136658962543574,project0025.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
-0.1430206237424554,2.086616161616163,0.11547405528510685,project0025.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
0.38336930018777504,30.473684210526315,0.4825785692118545,project0039.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.2955204435139789,34.81514550550931,0.37193566641009645,project0039.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.275270593140749,35.81588637970213,0.34644964079469515,project0039.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.33660089653440484,32.784963172792104,0.42363863994687667,project0039.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.3722380147186066,31.02378863826232,0.4684907494766509,project0039.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.3151333780457125,33.84588080048606,0.397674878154215,project0039.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.41588413136085556,28.866812062206805,0.5234228119983416,project0039.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
-0.5903083700440528,1.0,0.44981476978870893,project0066.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
-1.8745170089333083,1.8075217757004458,1.428606416915141,project0066.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
-1.413874971088628,1.5178659790501898,1.0775420264456967,project0066.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
-1.2151400789616646,1.3928997172418223,0.9260822419761607,project0066.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
-1.292875629454782,1.4417805204604863,0.9853260395665032,project0066.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
-1.6814033983637504,1.6860902255639096,1.2781511502359708,project0066.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
-0.47970421648835715,0.9304511278195486,0.3655920531158536,project0066.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
-0.005315056996992862,40.76086956521739,0.004725700853298391,project0103.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.12354785530813317,35.53607528435445,0.10986688374299453,project0103.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.13037416826930037,35.25929990902819,0.1159372904742758,project0103.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.08648422627951957,37.03883378571592,0.07690746561773228,project0103.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.20666001480992213,32.16626214054704,0.1837756856630159,project0103.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.11903812992546092,35.71892376237004,0.10556715284321908,project0103.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.14707961294507366,34.58197149668731,0.13079287128133002,project0103.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
0.35567641060503064,48.357142857142854,0.25230280331611327,project0123.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.2676807047251323,54.96131037496584,0.1899071932135897,project0123.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.33324819051528964,50.040403660816786,0.23642431967314073,project0123.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.3498375104434358,48.79535827233194,0.2481936819367059,project0123.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.27629896465042614,54.314501173429754,0.19602145368850268,project0123.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.3649440323505585,47.66159838838411,0.25836047809348867,project0123.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.22153973754263567,58.42423704463178,0.15717229146269196,project0123.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
0.4002630873168924,117.4,0.4811295017425307,project0155.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.4486635910771618,107.92548038766789,0.5392039648465037,project0155.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.4241015456302474,112.73356218901499,0.5096852952840374,project0155.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.4432502241099616,108.98516050491475,0.5326981796882392,project0155.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.4641942263758616,104.88531970135915,0.5578686844631302,project0155.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.4005581920535902,117.34223251002959,0.48293264144215525,project0155.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.3388526969356077,129.42123744311246,0.40723321731534823,project0155.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
-0.3619521912350596,14.790697674418604,0.24493947303401284,project0166.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
-0.38056047868167053,14.992782267132473,0.25757206136222466,project0166.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
-0.009270877635638275,10.960605312560094,0.006274742641486257,project0166.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
-0.23022683144687806,13.360170240915798,0.15582280052330086,project0166.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
-0.19164255739118063,12.941147946141106,0.12970807878677476,project0166.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
-0.075867356949336,11.68383803544763,0.051219965344062236,project0166.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
-0.07033193718442887,11.62372379592392,0.04760226837780768,project0166.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
0.31264670796936933,20.52542372881356,0.303895434021442,project0175.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.2988889843214395,20.936250461865846,0.29052927257978167,project0175.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.32008577221663825,20.303281858553547,0.31113320143383766,project0175.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.2526670549820671,22.31650817831775,0.2456001376413059,project0175.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.34503931963020684,19.558130652996052,0.3353888159216319,project0175.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.27530731175868517,21.640435379864464,0.2675115059751292,project0175.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.27599766277768534,21.6198204394097,0.26827820497487986,project0175.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
0.3289745354439092,5.416666666666667,0.2707744508407379,project0181.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.3253553859293242,5.445881245803844,0.2678235080315236,project0181.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.3360582415843336,5.359485416544241,0.2766338012414915,project0181.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.2753135199281104,5.84983030858031,0.22663043522405546,project0181.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.3399973798383864,5.32768781719347,0.2798763903346709,project0181.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.28760460072230953,5.750613973058246,0.23635000337734996,project0181.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.30363800641170624,5.621188759354394,0.2499463650082208,project0181.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
0.4549187376386621,16.763636363636362,0.4327111224557578,project0204.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.4628137769839016,16.52082932219295,0.44024617429960117,project0204.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.4544764016236199,16.777240133603765,0.4323153438260921,project0204.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.5089676776045445,15.101394716394715,0.4841495306552803,project0204.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.494578350408871,15.543929555293193,0.4704618520171813,project0204.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.4558341505977802,16.73548340548341,0.43320350095808596,project0204.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.49488584539466796,15.534472737601073,0.47075435301400914,project0204.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
0.35932161186349243,24.096774193548388,0.39380807998669454,project0207.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.34301527334906234,24.710077473917604,0.37593854738087007,project0207.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.37058285957288584,23.673223550642902,0.406152124224239,project0207.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.3320746649880404,25.121568440520058,0.3639478381201775,project0207.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.3247523354265045,25.396971084471083,0.3559226971055191,project0207.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.3934307185296271,22.813884905417165,0.43116084983249825,project0207.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
0.37151854080432434,23.638031323515193,0.4071776139627107,project0207.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,60
0.25883942974233776,28.333333333333332,0.3087080378336777,project0209.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,0
0.30005715607193495,26.75764835196338,0.35783733222621067,project0209.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,4
0.3586654785667597,24.51714986352372,0.4277315018649233,project0209.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,8
0.4423452437930714,21.318211905197202,0.5275249690226282,project0209.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,15
0.3456152812324065,25.016037157287155,0.4121683076379173,project0209.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,30
0.3019400355691063,26.685669006919014,0.36056789273555806,project0209.csv,0,DecisionTreeRegressor,RandomRangeSearchCV,45
