dates,number_of_contributors,number_of_commits,number_of_new_contributors,number_of_contributor-domains,number_of_new_contributor-domains,number_of_open_PRs,number_of_closed_PRs,number_of_merged_PRs,number_of_open_issues,number_of_closed_issues,number_of_issue_comments,number_of_stargazers,number_of_forks
2011-12-01,1,84,1,1,1,0,0,0,0,0,0,0,0
2012-01-01,1,28,0,1,0,0,0,0,0,0,0,0,0
2012-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-01,1,7,0,1,0,0,0,0,0,0,0,0,0
2012-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-01,2,455,1,2,1,0,0,0,0,0,0,0,0
2012-07-01,8,301,7,6,5,0,0,0,0,0,0,0,0
2012-08-01,5,174,3,5,2,0,0,0,0,0,0,0,0
2012-09-01,3,96,2,3,2,0,0,0,0,0,0,0,0
2012-10-01,2,101,1,2,1,0,0,0,0,0,0,0,0
2012-11-01,4,215,3,3,1,0,0,0,0,0,0,0,0
2012-12-01,4,139,2,4,1,0,0,0,0,0,0,0,0
2013-01-01,12,266,10,8,5,0,0,0,0,0,0,0,0
2013-02-01,10,255,4,7,2,0,0,0,0,0,0,0,0
2013-03-01,19,248,14,9,4,0,0,0,0,0,0,0,0
2013-04-01,8,225,5,7,4,0,0,0,0,0,0,0,0
2013-05-01,4,238,1,4,0,0,0,0,0,0,0,0,0
2013-06-01,12,292,6,11,4,0,0,0,0,0,0,0,0
2013-07-01,21,334,13,16,7,0,0,0,0,0,0,0,0
2013-08-01,13,269,7,9,2,0,0,0,0,0,0,0,0
2013-09-01,10,221,6,7,3,0,0,0,0,0,0,0,0
2013-10-01,11,192,1,7,1,0,0,0,0,0,0,0,0
2013-11-01,10,117,5,7,3,0,0,0,0,0,0,0,0
2013-12-01,17,196,9,8,3,0,0,0,0,0,0,0,0
2014-01-01,17,311,5,12,2,0,0,0,0,0,0,0,0
2014-02-01,15,285,4,12,3,0,0,0,0,0,0,0,0
2014-03-01,14,206,3,10,2,0,0,0,0,0,0,0,0
2014-04-01,15,225,3,10,1,0,0,0,0,0,0,0,0
2014-05-01,13,211,3,9,0,0,0,0,0,0,0,0,0
2014-06-01,7,264,1,5,1,0,0,0,0,0,0,0,0
2014-07-01,9,290,3,6,0,0,0,0,0,0,0,0,0
2014-08-01,13,363,6,8,4,0,0,0,0,0,0,0,0
2014-09-01,8,227,2,7,2,0,0,0,0,0,0,0,0
2014-10-01,7,228,1,7,0,0,0,0,0,0,0,0,0
2014-11-01,12,317,5,10,2,0,0,0,0,0,0,0,0
2014-12-01,7,288,2,6,1,0,0,0,0,0,0,0,0
2015-01-01,10,203,1,8,1,0,0,0,0,0,0,0,0
2015-02-01,5,284,1,4,0,0,0,0,0,0,0,0,0
2015-03-01,6,241,1,6,1,0,0,0,0,0,0,0,0
2015-04-01,5,69,1,5,1,0,0,0,0,0,0,0,0
2015-05-01,1,20,0,1,0,2,0,2,4,2,43,4,0
2015-06-01,1,35,0,1,0,6,0,6,6,6,0,1,0
2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,1,27,0,1,0,3,0,3,14,3,20,0,0
2015-09-01,2,53,0,2,0,7,0,7,8,7,6,0,1
2015-10-01,3,28,2,3,1,4,0,4,8,4,3,0,0
2015-11-01,2,12,1,2,1,2,0,2,5,4,34,4,1
2015-12-01,3,22,2,3,2,2,0,2,11,2,54,0,0
2016-01-01,7,155,5,7,4,13,0,12,37,16,88,2,1
2016-02-01,3,393,2,3,1,49,0,49,99,71,379,10,1
2016-03-01,5,178,3,5,2,30,0,29,47,40,82,6,2
2016-04-01,6,94,4,6,2,18,0,18,44,29,148,1,1
2016-05-01,7,195,3,7,3,23,1,20,57,28,214,3,2
2016-06-01,4,71,0,4,0,12,1,12,26,20,120,11,1
2016-07-01,7,81,1,7,0,16,1,16,23,20,136,4,0
2016-08-01,8,87,3,7,2,8,1,6,16,13,52,2,1
2016-09-01,4,17,1,3,0,3,0,3,10,6,26,4,1
2016-10-01,6,74,3,5,1,9,0,11,13,17,75,1,2
2016-11-01,4,50,1,4,0,10,0,10,19,19,21,8,1
2016-12-01,8,68,4,5,1,16,0,13,31,23,134,5,0
2017-01-01,7,144,3,5,2,16,0,15,36,26,187,4,0
2017-02-01,6,102,3,5,2,11,0,11,25,21,59,4,2
2017-03-01,5,77,2,5,1,10,1,10,21,17,105,3,0
2017-04-01,12,137,6,10,4,13,2,10,25,16,103,5,1
2017-05-01,15,90,7,14,6,5,0,4,14,6,21,13,1
2017-06-01,16,123,7,13,5,12,0,11,29,23,100,4,2
2017-07-01,18,139,10,18,9,6,1,6,18,11,44,20,3
2017-08-01,20,208,6,20,5,18,0,18,37,29,95,15,0
2017-09-01,15,212,3,14,1,21,3,17,36,29,164,6,0
2017-10-01,17,208,8,15,4,24,3,20,53,37,211,14,4
2017-11-01,29,204,14,23,5,16,1,13,45,23,123,30,3
2017-12-01,50,342,28,38,14,28,6,27,87,63,500,65,13
2018-01-01,41,304,19,30,9,29,1,27,61,46,181,27,2
2018-02-01,38,202,18,30,9,13,0,11,28,17,80,21,6
2018-03-01,27,262,9,21,4,16,1,18,47,32,164,35,2
2018-04-01,34,264,11,22,2,23,1,19,52,38,273,24,8
2018-05-01,28,162,8,19,2,16,1,11,30,18,86,21,2
2018-06-01,27,212,6,22,4,19,3,21,39,41,128,17,2
2018-07-01,29,185,8,23,5,14,0,13,29,20,235,37,4
2018-08-01,21,182,2,17,1,18,0,12,38,22,212,19,2
2018-09-01,27,219,7,16,0,14,1,17,26,29,120,16,2
2018-10-01,24,204,5,18,4,24,2,21,54,80,410,15,1
2018-11-01,28,263,6,21,3,29,2,26,53,44,172,11,4
2018-12-01,17,49,5,11,3,5,0,4,8,5,42,17,3
2019-01-01,28,186,7,21,4,29,2,29,51,53,216,21,4
2019-02-01,22,193,3,16,1,25,0,25,38,39,145,40,2
2019-03-01,20,77,8,16,3,12,1,10,16,19,64,36,3
2019-04-01,21,66,3,15,1,9,0,8,14,11,18,18,1
2019-05-01,24,133,6,18,2,15,0,14,25,20,46,15,0
2019-06-01,23,89,8,15,2,4,1,5,11,12,32,16,2
2019-07-01,23,117,5,19,2,10,2,9,14,14,24,9,3
2019-08-01,19,118,1,16,1,19,1,15,24,21,52,14,2
2019-09-01,28,117,5,19,1,15,1,17,24,25,88,17,4
2019-10-01,22,106,6,13,1,13,1,13,19,17,38,25,2
2019-11-01,28,139,7,21,1,9,0,8,16,11,18,16,3
2019-12-01,15,76,1,12,1,7,0,6,18,10,40,16,4
2020-01-01,16,34,3,12,0,5,0,7,11,7,17,22,3
2020-02-01,18,166,5,14,2,20,0,20,32,26,50,15,1
2020-03-01,24,146,9,16,4,17,0,14,35,20,50,18,2
2020-04-01,37,312,13,26,3,14,0,16,39,30,117,17,1
2020-05-01,30,152,9,23,2,13,0,13,23,18,36,28,6
2020-06-01,27,147,5,21,1,18,0,17,25,33,78,26,6
2020-07-01,23,118,6,19,1,16,0,14,25,18,32,21,3
2020-08-01,17,128,4,14,0,20,0,22,37,28,53,13,2
