dates,number_of_contributors,number_of_commits,number_of_new_contributors,number_of_contributor-domains,number_of_new_contributor-domains,number_of_open_PRs,number_of_closed_PRs,number_of_merged_PRs,number_of_open_issues,number_of_closed_issues,number_of_issue_comments,number_of_stargazers,number_of_forks
2011-12-01,12,296,1,2,1,0,0,0,17,24,86,0,0
2012-01-01,7,120,0,1,0,0,0,0,4,1,11,0,0
2012-02-01,8,217,1,1,0,0,0,0,12,5,20,0,0
2012-03-01,13,377,1,1,0,0,0,0,7,20,36,0,0
2012-04-01,15,376,0,1,0,0,0,0,23,20,73,0,0
2012-05-01,10,188,0,1,0,0,0,0,8,8,30,0,0
2012-06-01,9,224,1,1,0,0,0,0,5,6,30,0,0
2012-07-01,9,228,0,1,0,0,0,0,13,20,58,0,0
2012-08-01,7,138,0,1,0,0,0,0,11,5,24,0,0
2012-09-01,9,280,1,1,0,0,0,0,16,14,47,0,0
2012-10-01,12,366,2,1,0,0,0,0,18,17,46,0,0
2012-11-01,11,278,0,1,0,0,0,0,9,4,22,0,0
2012-12-01,12,200,2,1,0,0,0,0,15,10,54,0,0
2013-01-01,12,217,1,1,0,0,0,0,16,11,73,0,0
2013-02-01,12,414,0,1,0,0,0,0,13,12,49,0,0
2013-03-01,14,525,1,1,0,0,0,0,37,26,153,0,0
2013-04-01,14,260,2,2,1,0,0,0,23,13,83,0,0
2013-05-01,9,104,0,1,0,0,0,0,1,1,5,0,0
2013-06-01,6,79,0,1,0,0,0,0,4,3,12,0,0
2013-07-01,9,234,0,1,0,0,0,0,18,22,81,0,0
2013-08-01,6,238,0,1,0,0,0,0,13,2,27,0,0
2013-09-01,12,236,2,2,1,0,0,0,6,5,29,0,0
2013-10-01,13,460,1,2,0,0,0,0,13,14,54,0,0
2013-11-01,13,372,1,1,0,0,0,0,1,1,2,0,0
2013-12-01,13,371,0,1,0,0,0,0,4,1,7,0,0
2014-01-01,7,228,0,1,0,0,0,0,13,5,53,0,0
2014-02-01,8,302,0,1,0,0,0,0,3,3,36,0,0
2014-03-01,10,335,1,1,0,0,0,0,2,5,25,0,0
2014-04-01,11,390,0,2,0,0,0,0,6,24,58,0,0
2014-05-01,7,222,0,2,0,0,0,0,3,4,11,0,0
2014-06-01,7,223,0,1,0,0,0,0,0,14,31,0,0
2014-07-01,6,308,0,1,0,0,0,0,3,4,16,0,0
2014-08-01,6,190,0,1,0,0,0,0,5,6,20,0,0
2014-09-01,6,116,0,1,0,0,0,0,6,1,6,0,0
2014-10-01,6,72,0,1,0,0,0,0,2,1,5,0,0
2014-11-01,6,83,0,1,0,0,0,0,1,2,9,0,0
2014-12-01,6,80,0,1,0,0,0,0,8,4,19,0,0
2015-01-01,6,93,0,1,0,0,0,0,0,0,0,0,0
2015-02-01,6,165,0,1,0,0,0,0,0,0,0,0,0
2015-03-01,7,183,0,1,0,0,0,0,1,14,22,0,0
2015-04-01,11,275,2,2,1,21,1,14,25,16,80,35,6
2015-05-01,8,169,0,1,0,17,1,16,18,20,51,5,1
2015-06-01,6,146,0,1,0,14,0,17,18,21,42,9,0
2015-07-01,7,136,2,1,0,19,2,17,20,20,64,7,4
2015-08-01,7,131,1,1,0,21,2,17,24,22,57,12,2
2015-09-01,5,96,1,1,0,9,1,10,10,11,9,4,1
2015-10-01,7,279,1,2,1,26,1,27,29,35,73,4,2
2015-11-01,6,132,0,1,0,20,0,20,20,25,44,4,0
2015-12-01,4,59,0,1,0,1,0,1,2,2,15,2,1
2016-01-01,5,90,1,1,0,14,0,15,14,20,50,4,1
2016-02-01,4,75,0,1,0,11,0,11,12,11,26,1,0
2016-03-01,6,123,1,1,0,12,0,12,13,13,20,2,1
2016-04-01,8,90,1,1,0,6,0,4,9,5,28,3,0
2016-05-01,6,141,1,1,0,9,0,10,11,15,43,3,0
2016-06-01,8,85,4,1,0,10,0,7,16,9,111,0,5
2016-07-01,5,54,0,1,0,5,0,5,8,6,13,5,1
2016-08-01,4,107,0,1,0,13,1,14,17,17,83,2,0
2016-09-01,3,49,0,1,0,9,2,8,9,11,8,2,0
2016-10-01,4,44,0,1,0,3,0,4,4,4,16,0,0
2016-11-01,4,54,0,1,0,5,0,5,5,5,2,0,1
2016-12-01,3,65,0,1,0,8,1,7,8,10,2,0,0
2017-01-01,6,74,1,1,0,20,3,17,22,21,22,3,0
2017-02-01,4,59,0,1,0,8,0,8,9,8,11,2,2
2017-03-01,6,69,1,2,1,18,1,14,21,17,45,4,4
2017-04-01,7,53,2,2,0,6,0,7,6,8,14,2,2
2017-05-01,4,41,0,1,0,7,1,5,7,6,7,8,2
2017-06-01,9,91,3,3,0,13,1,7,13,9,41,5,4
2017-07-01,8,66,2,1,0,12,1,15,13,17,60,2,0
2017-08-01,3,25,0,1,0,7,0,9,8,11,6,6,1
2017-09-01,2,6,0,1,0,1,0,1,1,1,0,3,0
2017-10-01,5,17,1,1,0,3,0,2,3,2,13,1,4
2017-11-01,4,27,0,1,0,4,0,5,5,5,3,5,1
2017-12-01,3,50,0,1,0,12,2,12,13,14,14,4,0
2018-01-01,3,33,0,1,0,5,0,5,5,5,6,9,0
2018-02-01,4,24,0,1,0,5,0,5,6,5,1,7,1
2018-03-01,3,27,0,1,0,0,0,0,1,0,2,2,0
2018-04-01,5,57,2,2,1,2,0,2,5,3,5,3,1
2018-05-01,4,69,1,2,1,10,0,9,12,11,10,6,1
2018-06-01,4,71,0,1,0,11,0,12,11,12,6,5,0
2018-07-01,5,71,2,2,0,11,0,8,13,8,9,5,3
2018-08-01,4,70,0,1,0,9,0,10,9,10,11,6,2
2018-09-01,6,91,2,3,1,28,1,26,29,27,23,7,1
2018-10-01,3,72,0,1,0,12,0,15,13,22,19,0,2
2018-11-01,5,85,0,2,0,18,0,17,18,18,12,19,1
2018-12-01,6,90,1,3,1,18,1,15,20,16,15,6,3
2019-01-01,3,32,0,1,0,2,0,2,2,3,11,8,1
2019-02-01,6,90,0,2,0,19,3,16,21,26,74,14,2
2019-03-01,5,113,0,2,0,18,1,19,20,22,28,7,2
2019-04-01,5,135,1,3,0,26,0,26,32,31,55,8,4
2019-05-01,4,145,0,2,0,32,0,31,35,34,0,6,1
2019-06-01,3,129,0,1,0,32,3,30,32,34,2,7,2
