sa,sa_md,sd,mar,mdar,sdar,mmre,mdmre,pred,dataset,goal,model,tuner
-0.15026961090935687,-inf,-0.1558263233658974,0.37306041434898063,0.06896551724137931,0.592669145504498,inf,inf,0.05405405405405406,project0001.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
0.3809576978939725,,0.31389322050828095,0.20077047635871165,0.0,0.3518126473725178,inf,inf,0.08108108108108109,project0001.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
0.20228174603174598,,0.230233719667728,0.25871943371943373,0.0,0.3947104460072761,inf,inf,0.05405405405405406,project0001.csv,3,DecisionTreeRegressor,DodgeCV
0.30603076340781254,0.4,0.38723673360116495,0.865814065814066,0.6,0.8963647627273829,inf,1.0,0.0,project0007.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
0.3670822931947054,0.5,0.40815432848424726,0.7896445896445896,0.5,0.8657660046060078,inf,2.2,0.08108108108108109,project0007.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
0.4412229148031256,0.33333333333333326,0.5238844765652042,0.6971448221448222,0.6666666666666667,0.696473175852347,inf,1.0,0.0,project0007.csv,3,DecisionTreeRegressor,DodgeCV
0.5590483687374707,0.6,0.43000413708980845,4.2802595337479055,2.0,6.848142806109449,inf,0.38235294117647056,0.37209302325581395,project0014.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
0.5710876602967645,0.6,0.517527954579799,4.163395712814317,2.0,5.796599031656207,inf,0.42105263157894735,0.32558139534883723,project0014.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
0.5770042960809342,0.5599999999999999,0.5278954885158411,4.1059637068358,2.2,5.672039613665504,inf,0.5208333333333334,0.27906976744186046,project0014.csv,3,DecisionTreeRegressor,DodgeCV
0.17499999999999993,,-0.1387563542422101,0.09393939393939395,0.0,0.28703224815065737,inf,inf,0.0,project0025.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
0.18387096774193545,,-0.13889737146245063,0.09292929292929293,0.0,0.2870677926195008,inf,inf,0.0,project0025.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
0.18379176267281105,,-0.13842661337000162,0.09293831168831168,0.0,0.28694913444200093,inf,inf,0.0,project0025.csv,3,DecisionTreeRegressor,DodgeCV
0.49772830652354993,0.5100524475524475,0.3820660976189394,10.705622009569376,6.369318181818182,13.560294453199212,inf,0.44397399475524474,0.3157894736842105,project0039.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
0.505583008924156,0.5897435897435896,0.33388867229150687,10.538203705908813,5.333333333333334,14.617527388501301,inf,0.3693181818181818,0.39473684210526316,project0039.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
0.4284608053371456,0.6153846153846154,0.19610703233651317,12.182017543859649,5.0,17.641086382165696,inf,0.44494047619047616,0.34210526315789475,project0039.csv,3,DecisionTreeRegressor,DodgeCV
-inf,,-inf,0.04554655870445344,0.0,0.2419451794962919,inf,inf,0.0,project0066.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
-inf,,-inf,0.06578947368421052,0.0,0.28495273457510145,inf,inf,0.0,project0066.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
,,,0.0,0.0,0.0,,,0.0,project0066.csv,3,DecisionTreeRegressor,DodgeCV
0.5449069855289188,0.6666666666666667,0.3279064617861931,1.7532694962042787,1.0,2.171227537445556,inf,0.5,0.13043478260869565,project0103.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
0.5520948214091003,0.6666666666666667,0.3618979279019864,1.7255779848171147,1.0,2.061416621148248,inf,0.5416666666666667,0.1956521739130435,project0103.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
0.7055674330576195,0.6666666666666667,0.6156107878726582,1.1343167701863355,1.0,1.2417861428722488,inf,0.41428571428571426,0.2608695652173913,project0103.csv,3,DecisionTreeRegressor,DodgeCV
0.5885069243213192,0.8214285714285714,0.4652997529713353,19.17408438122724,7.142857142857142,24.254258223209074,inf,0.41957070707070704,0.38095238095238093,project0123.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
0.620747968270962,0.75,0.5493551204468246,17.671768707482993,10.0,20.441466665459984,inf,0.4198717948717949,0.2857142857142857,project0123.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
0.6268553214268334,0.82375,0.4269435951106034,17.38718820861678,7.05,25.99411183721814,inf,0.33333333333333337,0.35714285714285715,project0123.csv,3,DecisionTreeRegressor,DodgeCV
0.6119600727989527,0.6927083333333333,0.4419580848014243,8.453449814074814,4.916666666666667,9.252987315132284,inf,0.4174107142857143,0.325,project0155.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
0.5789074554853761,0.75,0.33359707171840725,9.173501082251082,4.0,11.049739588042195,inf,0.4080357142857143,0.375,project0155.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
0.5147871630830089,0.6822916666666667,0.3081277834355949,10.570361652236652,5.083333333333333,11.472050161832067,inf,0.5402711323763956,0.275,project0155.csv,3,DecisionTreeRegressor,DodgeCV
0.13031004246113487,-inf,-0.10344100695114489,0.5813611614483707,0.16666666666666666,0.7769341922857039,inf,inf,0.046511627906976744,project0166.csv,3,DecisionTreeRegressor,DifferentialEvolutionCV
0.027023119105477722,-inf,-0.36329444663917965,0.6504053135671334,0.17647058823529413,0.9598973239845279,inf,inf,0.06976744186046512,project0166.csv,3,DecisionTreeRegressor,RandomRangeSearchCV
