sa,sa_md,mar,mdar,mmre,mdmre,dataset,goal,model,tuner,objective,median tuning time (s),median fitting time (s)
0.6368794669059115,0.6667051566257609,10.998729831349891,10.998729831349891,0.33329484337423915,0.33329484337423915,project0001.csv,0,LinearRegression,DefaultCV,sa,1.2146341800689697,0.0020051002502441406
0.6368794669059115,0.6667051566257609,10.998729831349891,10.998729831349891,0.33329484337423915,0.33329484337423915,project0001.csv,0,LinearRegression,DefaultCV,mmre,0.8107051849365234,0.001504659652709961
-0.06967854039965249,0.018181818181818188,32.4,32.4,0.9818181818181818,0.9818181818181818,project0001.csv,0,KNeighborsRegressor,DefaultCV,sa,0.7799861431121826,0.0020339488983154297
-0.06967854039965249,0.018181818181818188,32.4,32.4,0.9818181818181818,0.9818181818181818,project0001.csv,0,KNeighborsRegressor,DefaultCV,mmre,0.025058507919311523,0.001505136489868164
-0.023457862728062606,0.06060606060606055,31.0,31.0,0.9393939393939394,0.9393939393939394,project0001.csv,0,DecisionTreeRegressor,DefaultCV,sa,0.04205203056335449,0.0015325546264648438
-0.023457862728062606,0.06060606060606055,31.0,31.0,0.9393939393939394,0.9393939393939394,project0001.csv,0,DecisionTreeRegressor,DefaultCV,mmre,0.022058486938476562,0.0025081634521484375
-0.04451699009200727,0.04127667017870773,31.637869884102646,31.637869884102646,0.9587233298212923,0.9587233298212923,project0001.csv,0,SVR,DefaultCV,sa,0.01627063751220703,0.0015325546264648438
-0.04451699009200727,0.04127667017870773,31.637869884102646,31.637869884102646,0.9587233298212923,0.9587233298212923,project0001.csv,0,SVR,DefaultCV,mmre,0.014035940170288086,0.0015044212341308594
0.37503040834057344,0.4263636363636364,18.93,18.93,0.5736363636363636,0.5736363636363636,project0001.csv,0,RandomForestRegressor,DefaultCV,sa,0.24491286277770996,0.11282849311828613
0.2700434404865335,0.33000000000000007,22.11,22.11,0.6699999999999999,0.6699999999999999,project0001.csv,0,RandomForestRegressor,DefaultCV,mmre,0.2452700138092041,0.10776662826538086
0.25113032448932415,0.46051822718145385,8.631708365096738,8.631708365096738,0.5077475508880435,0.5077475508880435,project0007.csv,0,LinearRegression,DefaultCV,sa,0.013524055480957031,0.0015132427215576172
0.25113032448932415,0.46051822718145385,8.631708365096738,8.631708365096738,0.5077475508880435,0.5077475508880435,project0007.csv,0,LinearRegression,DefaultCV,mmre,0.013034820556640625,0.0015034675598144531
-0.4575342465753425,-0.050000000000000044,16.8,16.8,0.9882352941176471,0.9882352941176471,project0007.csv,0,KNeighborsRegressor,DefaultCV,sa,0.014037132263183594,0.002005338668823242
-0.4575342465753425,-0.050000000000000044,16.8,16.8,0.9882352941176471,0.9882352941176471,project0007.csv,0,KNeighborsRegressor,DefaultCV,mmre,0.013034820556640625,0.0010025501251220703
0.13242009132420096,0.375,10.0,10.0,0.5882352941176471,0.5882352941176471,project0007.csv,0,DecisionTreeRegressor,DefaultCV,sa,0.012031793594360352,0.0015041828155517578
-0.1278538812785388,0.1875,13.0,13.0,0.7647058823529411,0.7647058823529411,project0007.csv,0,DecisionTreeRegressor,DefaultCV,mmre,0.013034820556640625,0.0015041828155517578
-0.46730714848169885,-0.05704034709701333,16.912645553552213,16.912645553552213,0.9948615031501302,0.9948615031501302,project0007.csv,0,SVR,DefaultCV,sa,0.013034582138061523,0.0015044212341308594
-0.46730714848169885,-0.05704034709701333,16.912645553552213,16.912645553552213,0.9948615031501302,0.9948615031501302,project0007.csv,0,SVR,DefaultCV,mmre,0.012533426284790039,0.0015039443969726562
0.5219634703196347,0.655625,5.51,5.51,0.3241176470588235,0.3241176470588235,project0007.csv,0,RandomForestRegressor,DefaultCV,sa,0.23662900924682617,0.12182426452636719
0.42913242009132424,0.58875,6.58,6.58,0.3870588235294118,0.3870588235294118,project0007.csv,0,RandomForestRegressor,DefaultCV,mmre,0.2918088436126709,0.10627532005310059
0.6626382264852253,0.32016491094749944,4.079010534315003,4.079010534315003,2.0395052671575016,2.0395052671575016,project0014.csv,0,LinearRegression,DefaultCV,sa,0.013062715530395508,0.001001596450805664
0.6626382264852253,0.32016491094749944,4.079010534315003,4.079010534315003,2.0395052671575016,2.0395052671575016,project0014.csv,0,LinearRegression,DefaultCV,mmre,0.011530876159667969,0.0020322799682617188
0.5037593984962406,0.0,6.0,6.0,3.0,3.0,project0014.csv,0,KNeighborsRegressor,DefaultCV,sa,0.014037132263183594,0.0015041828155517578
0.5037593984962406,0.0,6.0,6.0,3.0,3.0,project0014.csv,0,KNeighborsRegressor,DefaultCV,mmre,0.011557817459106445,0.0015017986297607422
0.9172932330827068,0.8333333333333334,1.0,1.0,0.5,0.5,project0014.csv,0,DecisionTreeRegressor,DefaultCV,sa,0.014737129211425781,0.0010020732879638672
1.0,1.0,0.0,0.0,0.0,0.0,project0014.csv,0,DecisionTreeRegressor,DefaultCV,mmre,0.013562679290771484,0.0020074844360351562
0.5003532615704072,-0.006863881986906906,6.041183291921442,6.041183291921442,3.020591645960721,3.020591645960721,project0014.csv,0,SVR,DefaultCV,sa,0.012926578521728516,0.0015037059783935547
0.5003532615704072,-0.006863881986906906,6.041183291921442,6.041183291921442,3.020591645960721,3.020591645960721,project0014.csv,0,SVR,DefaultCV,mmre,0.012459993362426758,0.0015044212341308594
0.951203007518797,0.9016666666666667,0.5899999999999999,0.5899999999999999,0.29499999999999993,0.29499999999999993,project0014.csv,0,RandomForestRegressor,DefaultCV,sa,0.24160552024841309,0.11881566047668457
